"","participant","workerId","browser","beginhit","feedback","trial.number","stimulus","glyphs","moves","isTestTrial","LongOrder","ShortOrder","IsTransitive","IsComplete","Animacy"
"9.8",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",8,"girl-tumbling-none.mp4","S:g16 O:none V:g12","[{""src"":""g16.png"",""x"":13,""y"":98},{""src"":""g12.png"",""x"":143,""y"":86}]",1,"SV","SV",0,1,"inanimate"
"9.10",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",10,"car-rolling-none.mp4","S:g13 O:none V:g14","[{""src"":""g13.png"",""x"":0,""y"":79},{""src"":""g14.png"",""x"":168,""y"":10}]",1,"SV","SV",0,1,"inanimate"
"9.11",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",11,"ball-rolling-none.mp4","S:g10 O:none V:g14","[{""src"":""g10.png"",""x"":43,""y"":114},{""src"":""g14.png"",""x"":168,""y"":185}]",1,"SV","SV",0,1,"inanimate"
"9.13",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",13,"girl-elbowing-oldlady.mp4","S:g16 O:g2 V:g4","[{""src"":""g16.png"",""x"":0,""y"":201},{""src"":""g4.png"",""x"":148,""y"":159},{""src"":""g2.png"",""x"":291,""y"":164}]",1,"SVO","SVO",1,1,"animate"
"9.14",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",14,"oldlady-rubbing-fireman.mp4","S:g2 O:g6 V:g3","[{""src"":""g2.png"",""x"":0,""y"":136},{""src"":""g3.png"",""x"":98,""y"":122},{""src"":""g5.png"",""x"":6,""y"":486},{""src"":""g6.png"",""x"":310,""y"":217},{""src"":""g6.png"",""x"":195,""y"":162}]",1,"SVOO","SVO",1,1,"animate"
"9.15",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",15,"boy-rolling-none.mp4","S:g15 O:none V:g14","[{""src"":""g15.png"",""x"":217,""y"":82},{""src"":""g14.png"",""x"":355,""y"":63}]",1,"SV","SV",0,1,"inanimate"
"9.16",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",16,"oldlady-elbowing-heart.mp4","S:g2 O:g1 V:g4","[{""src"":""g2.png"",""x"":0,""y"":67},{""src"":""g5.png"",""x"":98,""y"":95},{""src"":""g5.png"",""x"":703,""y"":366},{""src"":""g4.png"",""x"":122,""y"":103},{""src"":""g1.png"",""x"":208,""y"":74}]",1,"SVO","SVO",1,1,NA
"9.17",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",17,"girl-throwing-oldlady.mp4","S:g16 O:g2 V:g5","[{""src"":""g16.png"",""x"":0,""y"":49},{""src"":""g5.png"",""x"":160,""y"":50},{""src"":""g2.png"",""x"":246,""y"":48}]",1,"SVO","SVO",1,1,"animate"
"9.18",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",18,"oldlady-kissing-ball.mp4","S:g2 O:g10 V:g11","[{""src"":""g2.png"",""x"":0,""y"":64},{""src"":""g11.png"",""x"":128,""y"":72},{""src"":""g10.png"",""x"":253,""y"":41}]",1,"SVO","SVO",1,1,NA
"9.19",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",19,"girl-pushing-car.mp4","S:g16 O:g13 V:g9","[{""src"":""g16.png"",""x"":2,""y"":100},{""src"":""g9.png"",""x"":77,""y"":93},{""src"":""g13.png"",""x"":87,""y"":104}]",1,"SVO","SVO",1,1,NA
"9.20",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",20,"girl-rubbing-heart.mp4","S:g16 O:g1 V:g3","[{""src"":""g16.png"",""x"":0,""y"":48},{""src"":""g3.png"",""x"":184,""y"":152},{""src"":""g1.png"",""x"":271,""y"":115}]",1,"SSVO","SVO",1,1,NA
"9.21",9,"A3DHJDGGSPEI0O","chrome","2015-05-27 00:39:12.116797","{""Q0"":""I thought this was too much work for the amount paid"",""Q1"":""No"",""Q2"":""no"",""Q3"":""i tried""}",21,"fireman-pushing-boy.mp4","S:g6 O:g15 V:g9","[{""src"":""g6.png"",""x"":4,""y"":110},{""src"":""g9.png"",""x"":210,""y"":114},{""src"":""g15.png"",""x"":373,""y"":110}]",1,"SVO","SVO",1,1,"animate"
"8.1",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",1,"PracticeImage","g6","[{""src"":""g6.png"",""x"":355.0000305175781,""y"":65.00000000000003}]",0,"G","G",0,1,NA
"8.2",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",2,"PracticeImage","g8","[{""src"":""g8.png"",""x"":366.0000305175781,""y"":106.00000000000003}]",0,"G","G",0,1,NA
"8.3",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",3,"girl-pushing-ball.mp4","S:g15 O:g10 V:g13","[{""src"":""g15.png"",""x"":430.0000305175781,""y"":0},{""src"":""g2.png"",""x"":15,""y"":393},{""src"":""g2.png"",""x"":0,""y"":396},{""src"":""g13.png"",""x"":430.0000305175781,""y"":102.00000000000003},{""src"":""g10.png"",""x"":430,""y"":206.00000000000003}]",0,"SVO","SVO",1,1,NA
"8.4",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",4,"car-tumbling-none.mp4","S:g8 O:none V:g3","[{""src"":""g8.png"",""x"":449.0000305175781,""y"":16.00000000000003},{""src"":""g3.png"",""x"":449,""y"":133.00000000000003}]",0,"SV","SV",0,1,"inanimate"
"8.5",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",5,"girl-tumbling-none.mp4","S:g15 O:none V:g3","[{""src"":""g15.png"",""x"":447.0000305175781,""y"":0},{""src"":""g3.png"",""x"":451.0000305175781,""y"":111.00000000000003}]",1,"SV","SV",0,1,"inanimate"
"8.6",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",6,"boy-rolling-none.mp4","S:g7 O:none V:g4","[{""src"":""g7.png"",""x"":446.0000305175781,""y"":0},{""src"":""g4.png"",""x"":452,""y"":119.00000000000003}]",1,"SV","SV",0,1,"inanimate"
"8.7",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",7,"girl-elbowing-oldlady.mp4","S:g15 O:g6 V:g5","[{""src"":""g15.png"",""x"":451,""y"":0},{""src"":""g5.png"",""x"":452.0000305175781,""y"":103.00000000000003},{""src"":""g6.png"",""x"":454.0000305175781,""y"":205.00000000000003}]",1,"SVO","SVO",1,1,"animate"
"8.8",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",8,"girl-throwing-oldlady.mp4","S:g15 O:g6 V:g2","[{""src"":""g15.png"",""x"":444.0000305175781,""y"":0},{""src"":""g2.png"",""x"":443,""y"":106.00000000000003},{""src"":""g6.png"",""x"":443.0000305175781,""y"":212.00000000000003}]",1,"SVO","SVO",1,1,"animate"
"8.10",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",10,"girl-rubbing-heart.mp4","S:g15 O:g11 V:g14","[{""src"":""g15.png"",""x"":450.0000305175781,""y"":88.00000000000003},{""src"":""g11.png"",""x"":453,""y"":192.00000000000003},{""src"":""g14.png"",""x"":450.0000305175781,""y"":0},{""src"":""g15.png"",""x"":450.0000305175781,""y"":102.00000000000003},{""src"":""g11.png"",""x"":452.0000305175781,""y"":206.00000000000003}]",1,"SOVSO","SOV",1,1,NA
"8.11",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",11,"ball-rolling-none.mp4","S:g10 O:none V:g4","[{""src"":""g4.png"",""x"":442.0000305175781,""y"":192.00000000000003},{""src"":""g10.png"",""x"":449.0000305175781,""y"":35.00000000000003},{""src"":""g4.png"",""x"":449.0000305175781,""y"":136.00000000000003}]",1,"VSV","VS",0,1,"inanimate"
"8.12",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",12,"boy-kicking-ball.mp4","S:g7 O:g10 V:g9","[{""src"":""g10.png"",""x"":434,""y"":202.000015258789},{""src"":""g7.png"",""x"":436,""y"":0},{""src"":""g9.png"",""x"":437.0000305175781,""y"":104.000015258789},{""src"":""g10.png"",""x"":437.0000305175781,""y"":212.00001525878906}]",1,"OSVO","OSV",1,1,NA
"8.14",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",14,"boy-lifting-girl.mp4","S:g7 O:g15 V:g16","[{""src"":""g7.png"",""x"":440.0000305175781,""y"":0},{""src"":""g16.png"",""x"":442.0000305175781,""y"":102.00000000000003},{""src"":""g15.png"",""x"":444.0000305175781,""y"":202.00000000000003}]",1,"SVO","SVO",1,1,"animate"
"8.15",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",15,"oldlady-kissing-ball.mp4","S:g6 O:g10 V:g12","[{""src"":""g10.png"",""x"":439,""y"":203.00000000000003},{""src"":""g12.png"",""x"":440.0000305175781,""y"":100.00000000000003},{""src"":""g6.png"",""x"":436,""y"":0}]",1,"OVS","OVS",1,1,NA
"8.16",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",16,"girl-kissing-boy.mp4","S:g15 O:g7 V:g12","[{""src"":""g12.png"",""x"":444.0000305175781,""y"":98.00000000000003},{""src"":""g7.png"",""x"":445,""y"":205.00000000000003},{""src"":""g15.png"",""x"":440.0000305175781,""y"":0}]",1,"VOS","VOS",1,1,"animate"
"8.19",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",19,"car-rolling-none.mp4","S:g8 O:none V:g4","[{""src"":""g8.png"",""x"":438.0000305175781,""y"":0},{""src"":""g4.png"",""x"":437.0000305175781,""y"":143.00000000000003}]",1,"SV","SV",0,1,"inanimate"
"8.21",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",21,"girl-pushing-car.mp4","S:g15 O:g8 V:g13","[{""src"":""g13.png"",""x"":448.0000305175781,""y"":93.00000000000003},{""src"":""g8.png"",""x"":452.0000305175781,""y"":194.00000000000003},{""src"":""g15.png"",""x"":446,""y"":0},{""src"":""g13.png"",""x"":444.0000305175781,""y"":97.00000000000003}]",1,"VOSV","VOS",1,1,NA
"8.22",8,"A3F52KE1584441","chrome","2015-05-27 00:38:49.953443","{""Q0"":""Very interesting. Thank you!"",""Q1"":""No."",""Q2"":""No."",""Q3"":""Yes.""}",22,"oldlady-elbowing-heart.mp4","S:g6 O:g11 V:g5","[{""src"":""g6.png"",""x"":444.0000305175781,""y"":0},{""src"":""g11.png"",""x"":449.0000305175781,""y"":198.00000000000003},{""src"":""g5.png"",""x"":447.0000305175781,""y"":99.00000000000003}]",1,"SOV","SOV",1,1,NA
"3.1",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",1,"PracticeImage","g8","[{""src"":""g8.png"",""x"":354,""y"":57}]",0,"G","G",0,1,NA
"3.2",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",2,"PracticeImage","g2","[{""src"":""g2.png"",""x"":51,""y"":88},{""src"":""g2.png"",""x"":374,""y"":55}]",0,"GG","G",0,1,NA
"3.9",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",9,"girl-pushing-car.mp4","S:g15 O:g8 V:g12","[{""src"":""g15.png"",""x"":423,""y"":0},{""src"":""g8.png"",""x"":482,""y"":43},{""src"":""g12.png"",""x"":431,""y"":130}]",1,"SOV","SOV",1,1,NA
"3.10",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",10,"girl-tumbling-none.mp4","S:g15 O:none V:g3","[{""src"":""g15.png"",""x"":420,""y"":44},{""src"":""g3.png"",""x"":459,""y"":144}]",1,"SV","SV",0,1,"inanimate"
"3.12",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",12,"girl-rubbing-heart.mp4","S:g15 O:g16 V:g14","[{""src"":""g15.png"",""x"":461,""y"":0},{""src"":""g5.png"",""x"":388,""y"":94},{""src"":""g16.png"",""x"":512,""y"":121},{""src"":""g5.png"",""x"":298,""y"":499},{""src"":""g14.png"",""x"":426,""y"":123}]",1,"SOV","SOV",1,1,NA
"3.13",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",13,"oldlady-kissing-ball.mp4","S:g2 O:g11 V:g4","[{""src"":""g2.png"",""x"":414,""y"":2},{""src"":""g11.png"",""x"":490,""y"":15},{""src"":""g4.png"",""x"":452,""y"":83}]",1,"SOV","SOV",1,1,NA
"3.14",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",14,"ball-rolling-none.mp4","S:g11 O:none V:g5","[{""src"":""g11.png"",""x"":433,""y"":12},{""src"":""g5.png"",""x"":439,""y"":111}]",1,"SV","SV",0,1,"inanimate"
"3.16",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",16,"oldlady-rubbing-fireman.mp4","S:g2 O:g10 V:g14","[{""src"":""g10.png"",""x"":452,""y"":28},{""src"":""g14.png"",""x"":397,""y"":51},{""src"":""g2.png"",""x"":451,""y"":126}]",1,"OVS","OVS",1,1,"animate"
"3.17",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",17,"boy-rolling-none.mp4","S:g1 O:none V:g5","[{""src"":""g5.png"",""x"":473,""y"":54},{""src"":""g1.png"",""x"":397,""y"":62}]",1,"VS","VS",0,1,"inanimate"
"3.19",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",19,"fireman-lifting-car.mp4","S:g10 O:g8 V:g9","[{""src"":""g8.png"",""x"":448,""y"":66},{""src"":""g10.png"",""x"":432,""y"":22},{""src"":""g9.png"",""x"":460,""y"":118}]",1,"OSV","OSV",1,1,NA
"3.20",3,"A3QJJR5Y3XE92N","chrome","2015-05-27 00:34:07.703384","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",20,"fireman-kicking-girl.mp4","S:g10 O:g15 V:g6","[{""src"":""g15.png"",""x"":466,""y"":68},{""src"":""g10.png"",""x"":390,""y"":51},{""src"":""g6.png"",""x"":436,""y"":111}]",1,"OSV","OSV",1,1,"animate"
"2.1",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",1,"PracticeImage","g8","[{""src"":""g8.png"",""x"":653,""y"":71.99996948242188},{""src"":""g8.png"",""x"":109,""y"":63},{""src"":""g8.png"",""x"":324,""y"":69},{""src"":""g8.png"",""x"":345,""y"":53}]",0,"GGGG","G",0,1,NA
"2.2",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",2,"PracticeImage","g12","[{""src"":""g12.png"",""x"":362,""y"":68.99996948242188}]",0,"G","G",0,1,NA
"2.4",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",4,"girl-pushing-ball.mp4","S:g4 O:g14 V:g2","[{""src"":""g4.png"",""x"":25,""y"":99.99996948242188},{""src"":""g2.png"",""x"":153,""y"":101.99996948242188},{""src"":""g14.png"",""x"":300,""y"":101.99996948242188}]",0,"SVO","SVO",1,1,NA
"2.5",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",5,"fireman-throwing-ball.mp4","S:g5 O:g14 V:g6","[{""src"":""g5.png"",""x"":139,""y"":96.99996948242188},{""src"":""g6.png"",""x"":285,""y"":97.99996948242188},{""src"":""g14.png"",""x"":419,""y"":86.99996948242188}]",1,"SVO","SVO",1,1,NA
"2.6",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",6,"fireman-pushing-boy.mp4","S:g5 O:g13 V:g2","[{""src"":""g5.png"",""x"":154,""y"":126.99996948242188},{""src"":""g2.png"",""x"":295,""y"":131.99996948242188},{""src"":""g13.png"",""x"":435,""y"":129.99996948242188}]",1,"SVO","SVO",1,1,"animate"
"2.7",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",7,"boy-kicking-ball.mp4","S:g13 O:g14 V:g11","[{""src"":""g13.png"",""x"":156,""y"":104.99996948242188},{""src"":""g11.png"",""x"":309,""y"":105.99996948242188},{""src"":""g14.png"",""x"":471,""y"":94.99996948242188}]",1,"SVO","SVO",1,1,NA
"2.8",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",8,"girl-tumbling-none.mp4","S:g4 O:none V:g10","[{""src"":""g4.png"",""x"":190,""y"":110.99996948242188},{""src"":""g10.png"",""x"":326,""y"":110.99996948242188}]",1,"SV","SV",0,1,"inanimate"
"2.9",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",9,"boy-rolling-none.mp4","S:g13 O:none V:g16","[{""src"":""g13.png"",""x"":273,""y"":150.99996948242188},{""src"":""g16.png"",""x"":414,""y"":150.99996948242188}]",1,"SV","SV",0,1,"inanimate"
"2.10",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",10,"oldlady-rubbing-fireman.mp4","S:g12 O:g5 V:g3","[{""src"":""g12.png"",""x"":181,""y"":105.99996948242188},{""src"":""g3.png"",""x"":307,""y"":105.99996948242188},{""src"":""g5.png"",""x"":438,""y"":107.99996948242188}]",1,"SVO","SVO",1,1,"animate"
"2.11",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",11,"girl-pushing-car.mp4","S:g4 O:g8 V:g2","[{""src"":""g4.png"",""x"":224,""y"":121.99996948242188},{""src"":""g2.png"",""x"":347,""y"":119.99996948242188},{""src"":""g8.png"",""x"":467,""y"":114.99996948242188}]",1,"SVO","SVO",1,1,NA
"2.12",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",12,"girl-throwing-oldlady.mp4","S:g4 O:g12 V:g6","[{""src"":""g4.png"",""x"":318,""y"":145.99996948242188},{""src"":""g6.png"",""x"":433,""y"":144.99996948242188},{""src"":""g12.png"",""x"":554,""y"":152.99996948242188}]",1,"SVO","SVO",1,1,"animate"
"2.13",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",13,"girl-rubbing-heart.mp4","S:g4 O:g15 V:g3","[{""src"":""g4.png"",""x"":230,""y"":130.99996948242188},{""src"":""g3.png"",""x"":351,""y"":131.99996948242188},{""src"":""g15.png"",""x"":485,""y"":126.99996948242188}]",1,"SVO","SVO",1,1,NA
"2.14",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",14,"ball-rolling-none.mp4","S:g14 O:none V:g16","[{""src"":""g14.png"",""x"":333,""y"":117.99996948242188},{""src"":""g16.png"",""x"":466,""y"":111.99996948242188}]",1,"SV","SV",0,1,"inanimate"
"2.15",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",15,"boy-lifting-girl.mp4","S:g13 O:g4 V:g9","[{""src"":""g13.png"",""x"":203,""y"":110.99996948242188},{""src"":""g9.png"",""x"":332,""y"":105.99996948242188},{""src"":""g4.png"",""x"":460,""y"":98.99996948242188}]",1,"SVO","SVO",1,1,"animate"
"2.16",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",16,"girl-elbowing-oldlady.mp4","S:g4 O:g12 V:g7","[{""src"":""g13.png"",""x"":599,""y"":503},{""src"":""g4.png"",""x"":153,""y"":124.99996948242188},{""src"":""g7.png"",""x"":298,""y"":128.99996948242188},{""src"":""g12.png"",""x"":453,""y"":132.99996948242188}]",1,"SVO","SVO",1,1,"animate"
"2.17",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",17,"fireman-kicking-girl.mp4","S:g5 O:g4 V:g11","[{""src"":""g5.png"",""x"":289,""y"":122.99996948242188},{""src"":""g11.png"",""x"":415,""y"":127.99996948242188},{""src"":""g4.png"",""x"":557,""y"":116.99996948242188}]",1,"SVO","SVO",1,1,"animate"
"2.18",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",18,"fireman-lifting-car.mp4","S:g5 O:g8 V:g9","[{""src"":""g5.png"",""x"":191,""y"":86.99996948242188},{""src"":""g9.png"",""x"":329,""y"":90.99996948242188},{""src"":""g8.png"",""x"":444,""y"":112.99996948242188}]",1,"SVO","SVO",1,1,NA
"2.19",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",19,"car-rolling-none.mp4","S:g8 O:none V:g16","[{""src"":""g8.png"",""x"":168,""y"":85.99996948242188},{""src"":""g16.png"",""x"":326,""y"":105.99996948242188}]",1,"SV","SV",0,1,"inanimate"
"2.20",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",20,"girl-kissing-boy.mp4","S:g4 O:g13 V:g1","[{""src"":""g5.png"",""x"":302,""y"":393.9999694824219},{""src"":""g4.png"",""x"":227,""y"":64.99996948242188},{""src"":""g5.png"",""x"":301,""y"":398.9999694824219},{""src"":""g1.png"",""x"":354,""y"":64.99996948242188},{""src"":""g13.png"",""x"":481,""y"":64.99996948242188}]",1,"SVOO","SVO",1,1,"animate"
"2.21",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",21,"oldlady-elbowing-heart.mp4","S:g12 O:g15 V:g7","[{""src"":""g12.png"",""x"":160,""y"":101.99996948242188},{""src"":""g7.png"",""x"":285,""y"":96.99996948242188},{""src"":""g15.png"",""x"":417,""y"":93.99996948242188}]",1,"SVO","SVO",1,1,NA
"2.22",2,"A610SH5RY1NG1","firefox","2015-05-27 00:34:00.639755","{""Q0"":""it was funny"",""Q1"":""nope"",""Q2"":""yes"",""Q3"":""somewhat""}",22,"oldlady-kissing-ball.mp4","S:g12 O:g14 V:g1","[{""src"":""g12.png"",""x"":270,""y"":98.99996948242188},{""src"":""g1.png"",""x"":379,""y"":96.99996948242188},{""src"":""g14.png"",""x"":491,""y"":96.99996948242188}]",1,"SSVOO","SVO",1,1,NA
"15.1",15,"A77K8W55MJEKX","firefox","2015-05-27 06:14:35.815122","{""Q0"":"""",""Q1"":""no"",""Q2"":""no"",""Q3"":""tried to relate the pictures with certain words""}",1,"PracticeImage","g14","[{""src"":""g14.png"",""x"":286,""y"":98.99996948242188}]",0,"G","G",0,1,NA
